,LAKE_NAME,EcoRegion,ultraBlue,Blue,Green,Red,Date Aquired,dwPost,dwChroma,dwLehmann,s,sp,brightness,TriX,TriY,TriZ,x,y,z
108,Portage,Northern_Lakes_and_Forests,0.00620875,0.00739125,0.01835,0.00983875,8/31/2022,554,554.3215149,572.0514774,0.11220794,-0.000728976,0.012756098,1.397,1.553,0.667,0.39,0.43,0.18
109,Portage,Northern_Lakes_and_Forests,0.0062225,0.00618125,0.01764875,0.0094125,8/31/2022,556,555.8243615,573.153186,0.113558954,-0.000737911,0.012086927,1.339,1.473,0.623,0.39,0.43,0.18
110,Cedar,North_Central_Hardwood_Forests,0.0022075,0.0062775,0.0100725,0.003665,8/31/2022,522,521.7706134,561.0487255,0.119624463,-0.000776275,0.007171576,0.709,0.866,0.374,0.36,0.44,0.19
111,Cedar,North_Central_Hardwood_Forests,0.0031975,0.00581,0.01032,0.003225,8/31/2022,525,525.2576352,559.4072176,0.10846247,-0.000703787,0.007086587,0.715,0.866,0.415,0.36,0.43,0.21
112,Cedar,North_Central_Hardwood_Forests,0.00339,0.0064975,0.01054,0.0035825,8/31/2022,521,520.5709511,558.2937859,0.104183327,-0.000675993,0.00744185,0.745,0.902,0.451,0.36,0.43,0.22
113,Cedar,North_Central_Hardwood_Forests,0.0035275,0.0057,0.0101275,0.003115,8/31/2022,525,524.8430823,558.329567,0.102594338,-0.000665684,0.006946449,0.704,0.849,0.430,0.35,0.43,0.22
114,Cedar,North_Central_Hardwood_Forests,0.0036375,0.0051775,0.009715,0.0027575,8/31/2022,526,526.4920473,557.7582592,0.100093426,-0.000649445,0.006552138,0.668,0.805,0.417,0.35,0.43,0.22
115,South_Center,North_Central_Hardwood_Forests,0.00810625,0.0143075,0.0370775,0.02072875,9/1/2022,556,555.9179456,572.9398089,0.134880949,-0.000876422,0.025878734,2.799,3.134,1.067,0.40,0.45,0.15
116,South_Center,North_Central_Hardwood_Forests,0.00812,0.01407375,0.0371875,0.0203025,9/1/2022,556,555.5526816,572.7842145,0.135380994,-0.000879643,0.025775777,2.789,3.128,1.060,0.40,0.45,0.15
117,South_Center,North_Central_Hardwood_Forests,0.008395,0.01423875,0.0372975,0.02011,9/1/2022,555,555.1511101,572.5668441,0.133780001,-0.000869204,0.025808639,2.792,3.136,1.082,0.40,0.45,0.15
118,South_Center,North_Central_Hardwood_Forests,0.00843625,0.01385375,0.03716,0.02037125,9/1/2022,556,555.8195681,572.9495332,0.134278916,-0.000872512,0.025740887,2.792,3.124,1.071,0.40,0.45,0.15
119,South_Center,North_Central_Hardwood_Forests,0.00854625,0.01467875,0.0371325,0.02055,9/1/2022,555,555.3759948,572.6333471,0.131928123,-0.000857183,0.025926761,2.803,3.143,1.106,0.40,0.45,0.16
120,Peltier,North_Central_Hardwood_Forests,0.00483375,0.0326775,0.082425,0.04531375,9/1/2022,555,555.173176,572.4915286,0.165075802,-0.001072526,0.057489233,6.057,6.953,1.638,0.41,0.47,0.11
121,Peltier,North_Central_Hardwood_Forests,0.0055075,0.03786125,0.102995,0.05102,9/1/2022,554,553.600605,571.8887338,0.168926576,-0.001097427,0.069867696,7.349,8.524,1.911,0.41,0.48,0.11
122,Peltier,North_Central_Hardwood_Forests,0.01036125,0.01877625,0.058335,0.035895,9/1/2022,560,559.623934,575.1565612,0.149189453,-0.000969923,0.041003946,4.465,4.908,1.410,0.41,0.46,0.13
123,Peltier,North_Central_Hardwood_Forests,0.01278125,0.03441,0.09420875,0.0473625,9/1/2022,554,554.0252449,572.061885,0.152086181,-0.000988053,0.064037861,6.830,7.815,2.190,0.41,0.46,0.13
124,Peltier,North_Central_Hardwood_Forests,0.01286375,0.0322925,0.0883925,0.0462075,9/1/2022,555,554.9251498,572.4921203,0.150241674,-0.000976146,0.060528706,6.479,7.366,2.106,0.41,0.46,0.13
125,Peltier,North_Central_Hardwood_Forests,0.0138675,0.03634875,0.10204625,0.049975,9/1/2022,554,553.729094,571.944431,0.15279963,-0.000992668,0.068877111,7.346,8.422,2.341,0.41,0.47,0.13
126,Peltier,North_Central_Hardwood_Forests,0.01410125,0.0203025,0.06252875,0.03703625,9/1/2022,559,558.7457408,574.774912,0.139460784,-0.000906575,0.04356497,4.771,5.242,1.691,0.41,0.45,0.14
127,Peltier,North_Central_Hardwood_Forests,0.01492625,0.0270125,0.07842375,0.0423025,9/1/2022,556,556.2351963,573.2554948,0.143531793,-0.000932697,0.05375705,5.821,6.529,2.015,0.41,0.45,0.14
128,Peltier,North_Central_Hardwood_Forests,0.01506375,0.03857625,0.1079175,0.0525875,9/1/2022,554,553.5740249,571.865363,0.15192491,-0.000986972,0.072800547,7.765,8.905,2.504,0.40,0.46,0.13
129,Peltier,North_Central_Hardwood_Forests,0.015985,0.03219625,0.088585,0.04517625,9/1/2022,554,554.4087451,572.2487533,0.143457016,-0.000932023,0.060345655,6.487,7.362,2.284,0.40,0.46,0.14
130,Peltier,North_Central_Hardwood_Forests,0.016315,0.04013,0.11277125,0.0541275,9/1/2022,553,553.2925042,571.7295593,0.151007117,-0.000980987,0.075845365,8.091,9.288,2.643,0.40,0.46,0.13
131,Peltier,North_Central_Hardwood_Forests,0.01751125,0.0325125,0.08848875,0.04627625,9/1/2022,555,554.8687561,572.4669764,0.139887788,-0.00090887,0.06063226,6.539,7.384,2.383,0.40,0.45,0.15
132,Pearl,North_Central_Hardwood_Forests,7.50E-06,0.0104025,0.038865,0.024308333,9/1/2022,561,560.8498842,575.6655509,0.192185875,-0.001249681,0.027139119,2.897,3.223,0.465,0.44,0.49,0.07
133,Pearl,North_Central_Hardwood_Forests,0.000145,0.0097975,0.036380833,0.023309167,9/1/2022,561,561.2960649,575.8920259,0.191227695,-0.001243564,0.025579114,2.733,3.029,0.446,0.44,0.49,0.07
134,Pearl,North_Central_Hardwood_Forests,0.000181667,0.008990833,0.038305833,0.023730833,9/1/2022,561,561.1338393,576.0208264,0.195156404,-0.00126919,0.026528754,2.841,3.147,0.425,0.44,0.49,0.07
135,Pearl,North_Central_Hardwood_Forests,0.000896667,0.010604167,0.038654167,0.024409167,9/1/2022,561,560.941531,575.7312474,0.186275953,-0.001211284,0.027094897,2.901,3.217,0.524,0.44,0.48,0.08
136,Pearl,North_Central_Hardwood_Forests,0.000905833,0.009174167,0.036738333,0.022951667,9/1/2022,561,561.0846747,575.9597456,0.188825373,-0.00122798,0.025564621,2.743,3.034,0.469,0.44,0.49,0.08
137,Pearl,North_Central_Hardwood_Forests,0.001034167,0.009073333,0.0371325,0.023685,9/1/2022,562,561.5441578,576.2454379,0.188869036,-0.001228432,0.025962326,2.789,3.071,0.474,0.44,0.48,0.07
138,Pearl,North_Central_Hardwood_Forests,0.001895833,0.0086975,0.037215,0.023373333,9/1/2022,561,561.395922,576.3046443,0.184918784,-0.001202773,0.025864489,2.790,3.064,0.511,0.44,0.48,0.08
139,Pearl,North_Central_Hardwood_Forests,0.002253333,0.01109,0.040918333,0.025985833,9/1/2022,561,561.1003976,575.9222698,0.179731774,-0.001168821,0.028708661,3.090,3.407,0.625,0.43,0.48,0.09
140,Pearl,North_Central_Hardwood_Forests,0.002629167,0.008596667,0.036353333,0.023006667,9/1/2022,561,561.4998932,576.4117361,0.179971375,-0.00117066,0.025329655,2.740,3.000,0.548,0.44,0.48,0.09
141,Carlos,North_Central_Hardwood_Forests,0.00163,0.0068275,0.0112,0.0028125,8/31/2022,515,515.2184424,558.0609398,0.13542787,-0.000878716,0.007745212,0.735,0.936,0.362,0.36,0.46,0.18
142,Carlos,North_Central_Hardwood_Forests,0.0019875,0.0069925,0.0112,0.00218,8/31/2022,511,511.360808,554.0184372,0.130910023,NA,0.007726307,0.718,0.929,0.389,0.35,0.46,0.19
143,Carlos,North_Central_Hardwood_Forests,0.002015,0.0064975,0.0107875,0.002565,8/31/2022,515,515.1854092,556.8709127,0.128911405,-0.000836407,0.007419948,0.707,0.898,0.372,0.36,0.45,0.19
144,Carlos,North_Central_Hardwood_Forests,0.0020425,0.004985,0.01032,0.001575,8/31/2022,522,521.9992611,557.2998205,0.135189719,-0.000877152,0.006679153,0.639,0.817,0.320,0.36,0.46,0.18
145,Carlos,North_Central_Hardwood_Forests,0.0022625,0.00559,0.0104575,0.0016025,8/31/2022,517,516.9092266,554.7136209,0.129377331,NA,0.006908338,0.654,0.840,0.354,0.35,0.45,0.19
146,Carlos,North_Central_Hardwood_Forests,0.0024275,0.00526,0.00933,0.00086,8/31/2022,512,511.9046255,547.8000909,0.123204326,NA,0.006203658,0.570,0.745,0.349,0.34,0.45,0.21
147,Carlos,North_Central_Hardwood_Forests,0.0026475,0.0058375,0.010045,0.0012175,8/31/2022,512,511.7501222,548.6972587,0.12092956,NA,0.006744399,0.625,0.812,0.384,0.34,0.45,0.21
148,Carlos,North_Central_Hardwood_Forests,0.003445,0.0056725,0.00999,0.00185,8/31/2022,516,515.5893451,550.5713458,0.106362247,NA,0.006718131,0.652,0.817,0.424,0.34,0.43,0.22
149,Carlos,North_Central_Hardwood_Forests,0.0035275,0.0051775,0.0099625,0.0014375,8/31/2022,518,517.7895128,550.1051194,0.107596963,NA,0.006535144,0.634,0.797,0.412,0.34,0.43,0.22
150,Carlos,North_Central_Hardwood_Forests,0.0035825,0.00526,0.0099625,0.0015475,8/31/2022,518,517.6405016,550.1705121,0.106164347,NA,0.006565408,0.639,0.801,0.418,0.34,0.43,0.22
151,Belle,North_Central_Hardwood_Forests,0.00416,0.014995,0.04891625,0.023685,9/1/2022,555,555.0197552,572.7066935,0.16828875,-0.001093446,0.032550621,3.468,3.978,0.893,0.42,0.48,0.11
152,Belle,North_Central_Hardwood_Forests,0.0041875,0.0156275,0.0500025,0.0243175,9/1/2022,555,554.9362373,572.6471232,0.167959393,-0.001091294,0.033345712,3.550,4.074,0.920,0.42,0.48,0.11
153,Belle,North_Central_Hardwood_Forests,0.0048475,0.01506375,0.0498375,0.02405625,9/1/2022,555,555.0778475,572.7544125,0.166077161,-0.001079087,0.033112919,3.536,4.048,0.938,0.41,0.48,0.11
154,Belle,North_Central_Hardwood_Forests,0.00502625,0.01511875,0.04871,0.0238775,9/1/2022,555,555.1540346,572.7698595,0.164012762,-0.001065676,0.032513462,3.474,3.972,0.947,0.41,0.47,0.11
155,Belle,North_Central_Hardwood_Forests,0.00510875,0.01709875,0.0508825,0.02488125,9/1/2022,554,554.3456603,572.2975916,0.162046452,-0.001052806,0.034158809,3.635,4.175,1.027,0.41,0.47,0.12
156,Belle,North_Central_Hardwood_Forests,0.0051225,0.0149675,0.049205,0.02374,9/1/2022,555,555.0160764,572.7192844,0.164408778,-0.001068239,0.032704463,3.495,3.999,0.949,0.41,0.47,0.11
157,Belle,North_Central_Hardwood_Forests,0.00524625,0.01536625,0.04990625,0.02407,9/1/2022,555,554.9027869,572.6517089,0.163815052,-0.001064367,0.033196989,3.546,4.059,0.972,0.41,0.47,0.11
158,Belle,North_Central_Hardwood_Forests,0.00574125,0.01456875,0.049095,0.0237125,9/1/2022,555,555.2393529,572.8650987,0.162420268,-0.001055349,0.03258246,3.492,3.983,0.970,0.41,0.47,0.11
159,Belle,North_Central_Hardwood_Forests,0.00692375,0.01681,0.04998875,0.02521125,9/1/2022,555,555.0020907,572.6215201,0.154209049,-0.001001948,0.033749362,3.618,4.118,1.120,0.41,0.47,0.13
160,Belle,North_Central_Hardwood_Forests,0.00750125,0.01549,0.050525,0.0243725,9/1/2022,555,554.9443228,572.691863,0.154838133,-0.001006049,0.033599278,3.614,4.111,1.108,0.41,0.47,0.13
161,Carrie,Western_Corn_Belt_Plains,0.017415,0.0302025,0.073845,0.0471425,8/31/2022,559,558.7132476,574.2694459,0.131135108,-0.000852344,0.053502929,5.803,6.384,2.259,0.40,0.44,0.16
162,Carrie,Western_Corn_Belt_Plains,0.017415,0.02858,0.0728,0.046895,8/31/2022,559,559.3094268,574.6901105,0.132027123,-0.000858232,0.052649145,5.730,6.277,2.200,0.40,0.44,0.15
163,Carrie,Western_Corn_Belt_Plains,0.0178,0.030285,0.07368,0.04739,8/31/2022,559,558.8668394,574.3459225,0.1300507,-0.000845311,0.05351553,5.808,6.380,2.284,0.40,0.44,0.16
164,Carrie,Western_Corn_Belt_Plains,0.0188175,0.030285,0.0739275,0.047225,8/31/2022,559,558.7147601,574.303124,0.127829823,-0.000830867,0.053580647,5.826,6.395,2.343,0.40,0.44,0.16
165,Carrie,Western_Corn_Belt_Plains,0.0199725,0.031275,0.0749725,0.0483525,8/31/2022,559,558.7979367,574.3226416,0.125308401,-0.000814482,0.054580111,5.938,6.507,2.448,0.40,0.44,0.16
166,Carrie,Western_Corn_Belt_Plains,0.02011,0.0308075,0.0740375,0.0474175,8/31/2022,559,558.6325113,574.2542941,0.124411388,-0.000808638,0.053786841,5.856,6.418,2.437,0.40,0.44,0.17
167,Carrie,Western_Corn_Belt_Plains,0.020275,0.02715,0.071645,0.046125,8/31/2022,560,559.5751132,575.0384373,0.125562549,-0.000816286,0.051632174,5.666,6.160,2.313,0.40,0.44,0.16
168,Carrie,Western_Corn_Belt_Plains,0.02099,0.02836,0.0724975,0.04662,8/31/2022,559,559.2953195,574.8158733,0.123427537,-0.000802358,0.052388299,5.743,6.252,2.399,0.40,0.43,0.17
169,Carrie,Western_Corn_Belt_Plains,0.0210175,0.03001,0.07368,0.0475275,8/31/2022,559,559.0295991,574.5495742,0.122897275,-0.000798855,0.053504535,5.846,6.381,2.461,0.40,0.43,0.17
170,Carrie,Western_Corn_Belt_Plains,0.021705,0.0277275,0.07225,0.046455,8/31/2022,559,559.4455757,574.9808645,0.1221847,-0.000794314,0.052111879,5.728,6.220,2.417,0.40,0.43,0.17
171,St_Olaf,Western_Corn_Belt_Plains,0.00097,0.0105675,0.0243725,0.0113925,9/1/2022,549,549.3576731,570.1277558,0.165551418,-0.001075147,0.016688118,1.723,2.038,0.489,0.41,0.48,0.12
172,St_Olaf,Western_Corn_Belt_Plains,0.0020425,0.0090825,0.022695,0.00999,9/1/2022,549,549.4537821,570.0438703,0.158184525,-0.001027289,0.015246365,1.590,1.872,0.495,0.40,0.47,0.13
173,St_Olaf,Western_Corn_Belt_Plains,0.002785,0.0119975,0.02418,0.01153,9/1/2022,546,546.2675101,568.9042372,0.145043381,-0.000941777,0.016946517,1.748,2.061,0.644,0.39,0.46,0.14
174,St_Olaf,Western_Corn_Belt_Plains,0.003995,0.00845,0.022365,0.00999,9/1/2022,551,550.8196012,570.4685748,0.142217652,-0.00092367,0.0149599,1.591,1.840,0.585,0.40,0.46,0.15
175,St_Olaf,Western_Corn_Belt_Plains,0.0056175,0.0071575,0.02176,0.009385,9/1/2022,552,552.0013998,570.9940838,0.130755745,-0.000849313,0.014292255,1.548,1.764,0.633,0.39,0.45,0.16
176,St_Olaf,Western_Corn_Belt_Plains,0.0070475,0.01197,0.0253075,0.0127125,9/1/2022,549,549.4013448,569.5649438,0.117230469,-0.000761261,0.017751602,1.893,2.161,0.893,0.38,0.44,0.18
177,St_Olaf,Western_Corn_Belt_Plains,0.00746,0.012685,0.02429,0.0113925,9/1/2022,544,543.7387507,567.1107175,0.109372788,-0.000710045,0.01713381,1.805,2.086,0.940,0.37,0.43,0.19
178,St_Olaf,Western_Corn_Belt_Plains,0.008065,0.00724,0.021595,0.0092475,9/1/2022,552,551.6168656,570.5444375,0.109345286,-0.000710182,0.014192461,1.562,1.756,0.777,0.38,0.43,0.19
179,St_Olaf,Western_Corn_Belt_Plains,0.0096325,0.0142525,0.0255,0.0124375,9/1/2022,542,542.1190406,566.1340699,0.096444315,-0.000626077,0.018330986,1.938,2.221,1.124,0.37,0.42,0.21
180,St_Olaf,Western_Corn_Belt_Plains,0.011915,0.01164,0.0240425,0.011035,9/1/2022,546,545.8175873,566.4295438,0.082172078,-0.000533436,0.016686348,1.822,2.047,1.161,0.36,0.41,0.23
181,Shaokotan,Western_Corn_Belt_Plains,9.00E-05,0.0064425,0.0223375,0.012575,8/30/2022,558,558.4237897,574.3624107,0.188580982,-0.001225755,0.015259973,1.621,1.837,0.289,0.43,0.49,0.08
182,Shaokotan,Western_Corn_Belt_Plains,0.000255,0.0059475,0.021485,0.011255,8/30/2022,557,557.2765932,573.8659162,0.18807358,-0.00122231,0.014418195,1.531,1.747,0.279,0.43,0.49,0.08
183,Shaokotan,Western_Corn_Belt_Plains,0.000365,0.006305,0.02264,0.01087,8/30/2022,556,555.6097374,573.0526665,0.186910457,-0.001214526,0.014949688,1.580,1.824,0.301,0.43,0.49,0.08
184,Shaokotan,Western_Corn_Belt_Plains,0.00064,0.00603,0.0213475,0.010705,8/30/2022,556,556.3209936,573.3949209,0.183228661,-0.001190692,0.014220568,1.509,1.730,0.304,0.43,0.49,0.09
185,Shaokotan,Western_Corn_Belt_Plains,0.00362375,0.00868375,0.02482625,0.01286375,8/31/2022,555,555.1915101,572.6750757,0.151544823,-0.000984648,0.016903908,1.813,2.059,0.579,0.41,0.46,0.13
186,Shaokotan,Western_Corn_Belt_Plains,0.0037475,0.0094125,0.02556875,0.01302875,8/31/2022,554,554.2391707,572.1553546,0.149690156,-0.000972503,0.017436594,1.863,2.126,0.613,0.40,0.46,0.13
187,Shaokotan,Western_Corn_Belt_Plains,0.00444875,0.0091925,0.02482625,0.012905,8/31/2022,555,554.6349161,572.3399901,0.143193267,-0.000930325,0.017003762,1.827,2.071,0.644,0.40,0.46,0.14
188,Shaokotan,Western_Corn_Belt_Plains,0.00461375,0.0100175,0.02605,0.01278125,8/31/2022,553,552.7656224,571.3946276,0.142154306,-0.000923421,0.01772299,1.893,2.167,0.686,0.40,0.46,0.14
189,Shaokotan,Western_Corn_Belt_Plains,0.00491625,0.00895875,0.02537625,0.01241,8/31/2022,554,553.8040241,571.969734,0.141602791,-0.000919931,0.01710966,1.842,2.094,0.665,0.40,0.46,0.14
190,Shaokotan,Western_Corn_Belt_Plains,0.00504,0.0094675,0.02507375,0.012685,8/31/2022,554,553.7512276,571.8762438,0.13827463,-0.000898295,0.017119538,1.841,2.090,0.689,0.40,0.45,0.15
191,Shaokotan,Western_Corn_Belt_Plains,0.00537,0.0107325,0.02672375,0.013895,8/31/2022,554,553.5739422,571.7285969,0.136434568,-0.000886319,0.018460917,1.979,2.248,0.756,0.40,0.45,0.15
192,Shaokotan,Western_Corn_Belt_Plains,0.0053975,0.00933,0.0250325,0.012575,8/31/2022,554,553.7519072,571.8829994,0.135883395,-0.000882762,0.017047048,1.838,2.083,0.705,0.40,0.45,0.15
193,Shaokotan,Western_Corn_Belt_Plains,0.00579625,0.0086425,0.024345,0.01234125,8/31/2022,555,554.5407648,572.3429402,0.133179786,-0.000865268,0.016529552,1.794,2.019,0.702,0.40,0.45,0.16
194,Shaokotan,Western_Corn_Belt_Plains,0.00587875,0.0101275,0.02691625,0.01382625,8/31/2022,554,554.1604096,572.0801322,0.135181324,-0.000878231,0.018422956,1.988,2.247,0.765,0.40,0.45,0.15
195,Artichoke,Western_Corn_Belt_Plains,0.01274,0.0318525,0.056355,0.0333375,8/30/2022,550,550.1023318,570.034198,0.120619087,-0.000783328,0.042039096,4.393,5.009,1.999,0.39,0.44,0.18
196,Artichoke,Western_Corn_Belt_Plains,0.014005,0.0266275,0.0553375,0.03155,8/30/2022,553,553.0844416,571.2678911,0.121589802,-0.000789818,0.039860863,4.257,4.802,1.888,0.39,0.44,0.17
197,Artichoke,Western_Corn_Belt_Plains,0.01516,0.026435,0.05498,0.031275,8/30/2022,553,553.0274258,571.2162457,0.117764092,-0.000764959,0.039580025,4.240,4.771,1.947,0.39,0.44,0.18
198,Artichoke,Western_Corn_Belt_Plains,0.0154075,0.0312475,0.0558875,0.03309,8/30/2022,551,550.5128609,570.0617294,0.112891832,-0.000733149,0.041612366,4.385,4.965,2.132,0.38,0.43,0.19
199,Artichoke,Western_Corn_Belt_Plains,0.01648,0.03397,0.0575375,0.03496,8/30/2022,550,549.6830387,569.7242557,0.109424776,-0.000710591,0.043538207,4.565,5.166,2.294,0.38,0.43,0.19
200,Artichoke,Western_Corn_Belt_Plains,0.0167,0.0324025,0.056135,0.0339425,8/30/2022,550,550.3221256,569.9270285,0.108438931,-0.000704214,0.042241976,4.450,5.023,2.248,0.38,0.43,0.19
201,Artichoke,Western_Corn_Belt_Plains,0.01802,0.02902,0.0564925,0.0338325,8/30/2022,553,553.3350316,571.2243602,0.108878978,-0.000707246,0.041545963,4.455,4.975,2.207,0.38,0.43,0.19
202,Artichoke,Western_Corn_Belt_Plains,0.018185,0.03056,0.0551175,0.0328425,8/30/2022,551,551.0615548,570.1400248,0.104626856,-0.000679484,0.041030404,4.363,4.899,2.267,0.38,0.42,0.20
203,Artichoke,Western_Corn_Belt_Plains,0.0202475,0.03067,0.0552275,0.0324025,8/30/2022,550,550.353348,569.7289285,0.0988456,-0.000641892,0.040990437,4.378,4.903,2.391,0.38,0.42,0.20
204,Artichoke,Western_Corn_Belt_Plains,0.0204675,0.0282225,0.05344,0.030505,8/30/2022,551,550.8262997,569.899939,0.097682215,-0.000634356,0.039084942,4.206,4.700,2.313,0.37,0.42,0.21
205,Artichoke,Western_Corn_Belt_Plains,0.0207425,0.0317425,0.056795,0.03298,8/30/2022,550,549.6926202,569.4480295,0.098803867,-0.000641592,0.04211468,4.490,5.040,2.461,0.37,0.42,0.21
206,Artichoke,Western_Corn_Belt_Plains,0.0210175,0.03034,0.0542375,0.03254,8/30/2022,551,551.0649742,569.9751085,0.095632117,-0.000621051,0.040501332,4.338,4.834,2.421,0.37,0.42,0.21
207,Artichoke,Western_Corn_Belt_Plains,0.0217325,0.0308625,0.05531,0.033145,8/30/2022,551,551.0964104,569.9739349,0.094893503,-0.000616254,0.041272594,4.425,4.928,2.484,0.37,0.42,0.21
208,Artichoke,Western_Corn_Belt_Plains,0.022035,0.0258025,0.0546775,0.02957,8/30/2022,552,551.8002548,570.3932035,0.097412882,-0.000632664,0.038857787,4.238,4.716,2.323,0.38,0.42,0.21
209,Artichoke,Western_Corn_Belt_Plains,0.02286,0.024235,0.0541,0.02957,8/30/2022,553,553.1662997,571.1741413,0.095870185,-0.000622739,0.038247136,4.206,4.646,2.315,0.38,0.42,0.21
210,Artichoke,Western_Corn_Belt_Plains,0.02297,0.02814,0.0578125,0.0321,8/30/2022,552,551.9604051,570.4680569,0.097629649,-0.000634081,0.041491183,4.512,5.019,2.467,0.38,0.42,0.21
211,Artichoke,Western_Corn_Belt_Plains,0.025555,0.02704,0.0559975,0.03133,8/30/2022,552,552.3883835,570.5689688,0.088967079,-0.000577831,0.04020137,4.413,4.865,2.574,0.37,0.41,0.22
